date,league,t1,t2,bet_type,bet_line,ROI,fair_odds,odds,House,url,status,telegram,resultado,profit
3 Ago 2025 20:00,LTA N,Disguised,Shopify Rebellion,under,total_dragons 4.5,75.00%,1.2,2.1,BET365,url não disponível,loss,1,1,-1.0
3 Ago 2025 20:00,LTA N,Disguised,Shopify Rebellion,under,game_duration 33.5,44.88%,1.26,1.83,BET365,url não disponível,loss,1,1,-1.0
4 Ago 2025 12:00,LEC,SK Gaming,Fnatic,under,total_inhibitors 1.5,33.33%,1.65,2.2,BET365,url não disponível,win,1,1,1.2
4 Ago 2025 12:00,LEC,SK Gaming,Fnatic,under,total_towers 12.5,12.43%,1.36,1.53,BET365,url não disponível,win,1,1,0.53
4 Ago 2025 14:00,LEC,GiantX,Team Vitality,under,total_towers 12.5,55.83%,1.41,2.2,BET365,url não disponível,win,1,1,1.2
4 Ago 2025 14:00,LEC,GiantX,Team Vitality,under,total_dragons 4.5,45.83%,1.71,2.5,BET365,url não disponível,win,1,1,1.5
5 Ago 2025 06:00,LPL,Ninjas in Pyjamas,ThunderTalk Gaming,under,total_inhibitors 1.5,23.53%,1.48,1.83,BET365,url não disponível,win,1,1,0.83
5 Ago 2025 08:00,LPL,Top Esports,Anyone's Legend,under,total_kills 30.5,22.00%,1.5,1.83,BET365,url não disponível,loss,1,1,-1.0
5 Ago 2025 08:00,LPL,Top Esports,Anyone's Legend,under,total_inhibitors 1.5,22.00%,1.5,1.83,BET365,url não disponível,win,1,1,0.83
5 Ago 2025 13:00,LVP SL,LUA Gaming,Veni Vidi Vici,under,total_dragons 4.5,10.00%,1.64,1.8,BET365,url não disponível,loss,1,1,-1.0
5 Ago 2025 15:00,LVP SL,Los Heretics,UCAM Esports,under,total_kills 27.5,11.83%,1.64,1.83,BET365,url não disponível,loss,1,1,-1.0
5 Ago 2025 15:00,LVP SL,Los Heretics,UCAM Esports,under,game_duration 31.5,11.83%,1.64,1.83,BET365,url não disponível,win,1,1,0.83
5 Ago 2025 16:00,LEC,GiantX,Barça eSports,over,total_inhibitors 1.5,16.25%,1.55,1.8,BET365,url não disponível,pending,1,0,0.0
5 Ago 2025 16:00,LEC,GiantX,Barça eSports,under,total_towers 12.5,12.28%,1.53,1.72,BET365,url não disponível,pending,1,0,0.0
5 Ago 2025 21:00,CD,Rise Gaming,Stellae Gaming,under,total_kills 31.5,32.67%,1.38,1.83,BET365,url não disponível,win,1,1,0.83
6 Ago 2025 06:00,LPL,Bilibili Gaming,JD Gaming,under,total_kills 30.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
6 Ago 2025 08:00,LPL,Invictus Gaming,Anyone's Legend,under,total_towers 12.5,24.29%,1.26,1.57,BET365,url não disponível,loss,1,1,-1.0
6 Ago 2025 08:00,LPL,Invictus Gaming,Anyone's Legend,under,total_inhibitors 1.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
6 Ago 2025 15:00,RL,Zero Tenacity,Back2TheGame,under,total_towers 12.5,31.25%,1.6,2.1,BET365,url não disponível,loss,1,1,-1.0
6 Ago 2025 15:00,RL,Zero Tenacity,Back2TheGame,under,total_kills 34.5,29.62%,1.41,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 08:00,LPL,ThunderTalk Gaming,Ninjas in Pyjamas,under,total_inhibitors 1.5,23.53%,1.48,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 14:00,ROL,Once Upon A Team,A One Man Army,under,total_kills 31.5,30.71%,1.4,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 16:00,NLC,Los Ratones,NORD Esports,under,game_duration 32.5,67.75%,1.09,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 16:00,NLC,Los Ratones,NORD Esports,under,total_dragons 4.5,65.00%,1.33,2.2,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 16:00,NLC,Rich Gang,Verdant,under,total_dragons 4.5,31.25%,1.71,2.25,BET365,url não disponível,win,1,1,1.25
7 Ago 2025 16:00,NLC,Rich Gang,Verdant,under,total_inhibitors 1.5,28.33%,1.71,2.2,BET365,url não disponível,win,1,1,1.2
3 Ago 2025 15:00,LTA S,LOUD,RED Canids,under,total_dragons 4.5,50.00%,1.4,2.1,BET365,url não disponível,loss,1,1,-1.0
3 Ago 2025 15:00,LTA S,LOUD,RED Canids,under,total_inhibitors 1.5,35.00%,1.56,2.1,BET365,url não disponível,loss,1,1,-1.0
4 Ago 2025 05:00,LCKC,KT Rolster Challengers,Gen.G Global Academy,under,total_kills 31.5,23.41%,1.48,1.83,BET365,url não disponível,win,1,1,0.83
4 Ago 2025 07:00,LCKC,Nongshim Esports Academy,OKSavingsBank BRION Challengers,under,total_inhibitors 1.5,46.59%,1.53,2.25,BET365,url não disponível,win,1,1,1.25
4 Ago 2025 07:00,LCKC,Nongshim Esports Academy,OKSavingsBank BRION Challengers,under,total_barons 1.5,15.61%,1.21,1.4,BET365,url não disponível,win,1,1,0.4
5 Ago 2025 07:00,LCKC,DRX Challengers,T1 Esports Academy,under,total_dragons 4.5,17.32%,2.23,2.62,BET365,url não disponível,loss,1,1,-1.0
5 Ago 2025 13:00,PRM,Kaufland Hangry Knights,Eintracht Spandau,under,total_dragons 4.5,36.36%,1.65,2.25,BET365,url não disponível,loss,1,1,-1.0
5 Ago 2025 17:00,CD,e-Champ Gaming,KaBuM! Ilha das Lendas,over,total_kills 31.5,26.69%,1.44,1.83,BET365,url não disponível,loss,1,1,-1.0
6 Ago 2025 02:00,LCKC,OKSavingsBank BRION Challengers,Dplus KIA Challengers,under,total_inhibitors 1.5,41.18%,1.56,2.2,BET365,url não disponível,win,1,1,1.2
6 Ago 2025 16:00,LFL,Joblife,Ici Japon Corp. Esport,under,total_kills 31.5,18.95%,1.54,1.83,BET365,url não disponível,win,1,1,0.83
6 Ago 2025 16:00,LFL,Joblife,Ici Japon Corp. Esport,under,total_towers 12.5,14.82%,1.45,1.66,BET365,url não disponível,win,1,1,0.66
6 Ago 2025 18:00,NACL,Dorado Gaming,Blue Otter,under,total_kills 30.5,18.95%,1.54,1.83,BET365,url não disponível,loss,1,1,-1.0
6 Ago 2025 20:00,NACL,Conviction,CCG Esports,under,total_kills 33.5,15.90%,1.58,1.83,BET365,url não disponível,win,1,1,0.83
6 Ago 2025 22:00,NACL,Winthrop University,Luminosity Gaming,under,total_kills 32.5,37.25%,1.33,1.83,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 13:00,LFL,Solary,Ici Japon Corp. Esport,under,total_kills 33.5,22.38%,1.5,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 13:00,LFL,Solary,Ici Japon Corp. Esport,under,total_towers 12.5,14.71%,1.4,1.61,BET365,url não disponível,win,1,1,0.61
7 Ago 2025 13:00,LFL,Team BDS Academy,Vitality.Bee,over,total_dragons 4.5,16.25%,1.55,1.8,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 14:30,TCL,ULF Esports,Misa Esports,under,total_barons 1.5,22.40%,1.11,1.36,BET365,url não disponível,win,1,1,0.36
7 Ago 2025 14:30,TCL,ULF Esports,Misa Esports,under,total_dragons 4.5,15.50%,1.82,2.1,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 16:00,LFL,Galions,GameWard,under,total_kills 32.5,21.57%,1.51,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 16:00,LFL,Karmine Corp Blue,Gentle Mates,under,total_kills 30.5,18.19%,1.55,1.83,BET365,url não disponível,win,1,1,0.83
8 Ago 2025 02:00,LCKC,Hanwha Life Esports Challengers,Dplus KIA Challengers,under,total_towers 12.5,42.45%,1.28,1.83,BET365,url não disponível,win,1,1,0.83
8 Ago 2025 02:00,LCKC,Hanwha Life Esports Challengers,Dplus KIA Challengers,under,total_inhibitors 1.5,14.11%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
8 Ago 2025 02:00,LCKC,BNK FEARX Youth,DRX Challengers,under,total_dragons 4.5,15.24%,2.06,2.37,BET365,url não disponível,loss,1,1,-1.0
8 Ago 2025 13:00,NLC,Bulldog Esports,Lundqvist Lightside,under,game_duration 31.5,37.25%,1.33,1.83,BET365,url não disponível,loss,1,1,-1.0
14 Ago 2025 06:00,LJL,QT DIG∞,Burning Core Toyama,over,total_kills 33.5,24.77%,1.47,1.83,BET365,url não disponível,pending,1,0,0.0
5 Ago 2025 05:00,LCKC,DN Freecs Challengers,Hanwha Life Esports Challengers,under,total_inhibitors 1.5,40.00%,1.5,2.1,BET365,url não disponível,loss,1,1,-1.0
5 Ago 2025 05:00,LCKC,DN Freecs Challengers,Hanwha Life Esports Challengers,under,total_towers 12.5,20.00%,1.25,1.5,BET365,url não disponível,win,1,1,0.5
6 Ago 2025 05:00,LCK,Hanwha Life Esports,Nongshim RedForce,under,total_inhibitors 1.5,38.46%,1.04,1.44,BET365,url não disponível,win,1,1,0.44
6 Ago 2025 05:00,LCK,Hanwha Life Esports,Nongshim RedForce,over,total_kills 29.5,14.53%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 02:00,LCKC,DN Freecs Challengers,Nongshim Esports Academy,under,total_inhibitors 1.5,63.17%,1.35,2.2,BET365,url não disponível,win,1,1,1.2
7 Ago 2025 02:00,LCKC,DN Freecs Challengers,Nongshim Esports Academy,under,total_dragons 4.5,37.50%,1.82,2.5,BET365,url não disponível,win,1,1,1.5
7 Ago 2025 05:00,LCK,DRX,DN Freecs,under,total_inhibitors 1.5,27.63%,1.57,2.0,BET365,url não disponível,win,1,1,1.0
7 Ago 2025 05:00,LCK,DRX,DN Freecs,over,total_dragons 4.5,27.19%,1.35,1.72,BET365,url não disponível,win,1,1,0.72
7 Ago 2025 06:00,LPL,LNG Esports,LGD Gaming,under,total_inhibitors 1.5,25.29%,1.46,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 06:00,LPL,LNG Esports,LGD Gaming,under,total_dragons 4.5,18.53%,1.52,1.8,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 07:00,LCK,Gen.G,T1,under,total_inhibitors 1.5,57.50%,1.43,2.25,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 07:00,LCK,Gen.G,T1,under,game_duration 32.5,37.25%,1.33,1.83,BET365,url não disponível,win,1,1,0.83
7 Ago 2025 13:30,TCL,The Forbidden Five,Papara SuperMassive,over,total_barons 1.5,65.00%,2.73,4.5,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 13:30,TCL,The Forbidden Five,Papara SuperMassive,over,total_dragons 4.5,50.10%,1.58,2.37,BET365,url não disponível,loss,1,1,-1.0
8 Ago 2025 06:00,LPL,Ultra Prime,LNG Esports,under,total_inhibitors 1.5,25.56%,1.46,1.83,BET365,url não disponível,win,1,1,0.83
8 Ago 2025 06:00,LPL,Ultra Prime,LNG Esports,under,total_towers 11.5,18.51%,1.4,1.66,BET365,url não disponível,win,1,1,0.66
8 Ago 2025 08:00,LPL,Anyone's Legend,FunPlus Phoenix,under,total_towers 11.5,16.63%,1.35,1.57,BET365,url não disponível,win,1,1,0.57
8 Ago 2025 12:30,TCL,Bushido Wildcats,The Forbidden Five,over,total_barons 1.5,65.00%,2.73,4.5,BET365,url não disponível,loss,1,1,-1.0
8 Ago 2025 12:30,TCL,Bushido Wildcats,The Forbidden Five,over,game_duration 29.5,52.50%,1.2,1.83,BET365,url não disponível,loss,1,1,-1.0
8 Ago 2025 13:00,LFL,GameWard,Vitality.Bee,over,total_dragons 4.5,20.53%,1.52,1.83,BET365,url não disponível,loss,1,1,-1.0
8 Ago 2025 13:30,TCL,Misa Esports,BoostGate Esports,over,game_duration 29.5,29.00%,1.4,1.8,BET365,url não disponível,win,1,1,0.8
8 Ago 2025 13:30,TCL,Misa Esports,BoostGate Esports,over,total_inhibitors 1.5,18.97%,1.4,1.66,BET365,url não disponível,loss,1,1,-1.0
9 Ago 2025 06:30,LCP,MGN Vikings Esports,Chiefs Esports Club,over,total_barons 1.5,166.67%,3.0,8.0,BET365,url não disponível,loss,1,1,-1.0
9 Ago 2025 06:30,LCP,MGN Vikings Esports,Chiefs Esports Club,under,total_kills 26.5,37.25%,1.33,1.83,BET365,url não disponível,win,1,1,0.83
9 Ago 2025 07:00,LCK,Nongshim RedForce,T1,under,total_inhibitors 1.5,50.50%,1.14,1.72,BET365,url não disponível,loss,1,1,-1.0
9 Ago 2025 07:00,LCK,Nongshim RedForce,T1,under,total_dragons 4.5,20.68%,1.24,1.5,BET365,url não disponível,win,1,1,0.5
9 Ago 2025 08:00,LPL,Invictus Gaming,JD Gaming,under,total_inhibitors 1.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
9 Ago 2025 12:00,LTA S,FURIA,Vivo Keyd Stars,under,total_dragons 4.5,46.67%,1.36,2.0,BET365,url não disponível,win,1,1,1.0
9 Ago 2025 12:00,LTA S,FURIA,Vivo Keyd Stars,under,game_duration 32.5,34.20%,1.36,1.83,BET365,url não disponível,win,1,1,0.83
9 Ago 2025 12:00,LEC,G2 Esports,Team Heretics,under,total_towers 12.5,49.40%,1.11,1.66,BET365,url não disponível,win,1,1,0.66
9 Ago 2025 12:00,LEC,G2 Esports,Team Heretics,under,total_inhibitors 1.5,37.41%,1.64,2.25,BET365,url não disponível,loss,1,1,-1.0
9 Ago 2025 14:00,LEC,Movistar KOI,GiantX,under,total_towers 12.5,35.96%,1.18,1.61,BET365,url não disponível,loss,1,1,-1.0
9 Ago 2025 14:00,LEC,Movistar KOI,GiantX,under,total_dragons 4.5,26.88%,1.77,2.25,BET365,url não disponível,loss,1,1,-1.0
9 Ago 2025 15:00,LTA S,LOUD,Isurus,under,game_duration 31.5,67.75%,1.09,1.83,BET365,url não disponível,win,1,1,0.83
9 Ago 2025 15:00,LTA S,LOUD,Isurus,under,total_dragons 4.5,50.00%,1.2,1.8,BET365,url não disponível,loss,1,1,-1.0
10 Ago 2025 06:30,LCP,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,under,total_kills 25.5,46.40%,1.25,1.83,BET365,url não disponível,win,1,1,0.83
10 Ago 2025 06:30,LCP,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,under,total_dragons 4.5,35.00%,1.67,2.25,BET365,url não disponível,win,1,1,1.25
10 Ago 2025 09:00,LCP,CTBC Flying Oyster,Team Secret Whales,under,total_inhibitors 1.5,107.38%,1.14,2.37,BET365,url não disponível,win,1,1,1.37
10 Ago 2025 09:00,LCP,CTBC Flying Oyster,Team Secret Whales,under,total_kills 26.5,41.83%,1.29,1.83,BET365,url não disponível,win,1,1,0.83
10 Ago 2025 12:00,LTA S,Leviatan,Fluxo W7M,under,total_dragons 4.5,30.00%,1.54,2.0,BET365,url não disponível,win,1,1,1.0
10 Ago 2025 12:00,LTA S,Leviatan,Fluxo W7M,under,game_duration 32.5,18.95%,1.54,1.83,BET365,url não disponível,win,1,1,0.83
10 Ago 2025 12:00,LEC,Fnatic,Team BDS,over,total_barons 1.5,49.48%,2.34,3.5,BET365,url não disponível,loss,1,1,-1.0
10 Ago 2025 12:00,LEC,Fnatic,Team BDS,under,total_towers 12.5,27.96%,1.3,1.66,BET365,url não disponível,win,1,1,0.66
10 Ago 2025 14:00,LEC,Karmine Corp,Movistar KOI,under,total_towers 12.5,24.78%,1.29,1.61,BET365,url não disponível,win,1,1,0.61
10 Ago 2025 14:00,LEC,Karmine Corp,Movistar KOI,under,game_duration 33.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
10 Ago 2025 15:00,LTA S,RED Canids,paiN Gaming,under,total_dragons 4.5,46.67%,1.5,2.2,BET365,url não disponível,loss,1,1,-1.0
10 Ago 2025 15:00,LTA S,RED Canids,paiN Gaming,under,game_duration 31.5,37.25%,1.33,1.83,BET365,url não disponível,loss,1,1,-1.0
10 Ago 2025 17:00,LTA N,100 Thieves,Shopify Rebellion,under,total_towers 12.5,32.80%,1.25,1.66,BET365,url não disponível,loss,1,1,-1.0
10 Ago 2025 17:00,LTA N,100 Thieves,Shopify Rebellion,over,total_dragons 4.5,18.58%,1.29,1.53,BET365,url não disponível,win,1,1,0.53
7 Ago 2025 11:30,TCL,Beşiktaş Esports,Bushido Wildcats,over,total_inhibitors 1.5,24.50%,1.33,1.66,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 13:00,LVP SL,UCAM Esports,LUA Gaming,over,total_barons 1.5,31.25%,2.67,3.5,BET365,url não disponível,loss,1,1,-1.0
7 Ago 2025 13:00,LVP SL,UCAM Esports,LUA Gaming,under,total_kills 32.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
8 Ago 2025 07:00,LCK,KT Rolster,Hanwha Life Esports,under,total_inhibitors 1.5,57.78%,1.27,2.0,BET365,url não disponível,win,1,1,1.0
9 Ago 2025 05:00,LCK,DRX,OKSavingsBank BRION,under,total_inhibitors 1.5,59.38%,1.41,2.25,BET365,url não disponível,loss,1,1,-1.0
9 Ago 2025 05:00,LCK,DRX,OKSavingsBank BRION,over,total_dragons 4.5,23.75%,1.21,1.5,BET365,url não disponível,loss,1,1,-1.0
10 Ago 2025 07:00,LCK,DN Freecs,Dplus KIA,over,total_dragons 4.5,25.71%,1.79,2.25,BET365,url não disponível,win,1,1,1.25
10 Ago 2025 07:00,LCK,DN Freecs,Dplus KIA,over,total_barons 1.5,18.42%,5.49,6.5,BET365,url não disponível,win,1,1,5.5
11 Ago 2025 21:00,CD,KaBuM! Ilha das Lendas,Corinthians Esports,under,total_kills 28.5,28.54%,1.42,1.83,BET365,url não disponível,win,1,1,0.83
8 Ago 2025 21:00,NACL,Conviction,Supernova,under,total_kills 33.5,39.43%,1.31,1.83,BET365,url não disponível,win,1,1,0.83
10 Ago 2025 05:00,LCK,KT Rolster,Gen.G,over,total_dragons 4.5,20.47%,1.97,2.37,BET365,url não disponível,win,1,1,1.37
10 Ago 2025 05:00,LCK,KT Rolster,Gen.G,under,total_inhibitors 1.5,17.53%,1.46,1.72,BET365,url não disponível,win,1,1,0.72
11 Ago 2025 05:00,LCKC,T1 Esports Academy,BNK FEARX Youth,under,total_dragons 4.5,17.19%,2.13,2.5,BET365,url não disponível,win,1,1,1.5
11 Ago 2025 05:00,LCKC,T1 Esports Academy,BNK FEARX Youth,under,total_inhibitors 1.5,16.88%,1.88,2.2,BET365,url não disponível,win,1,1,1.2
11 Ago 2025 08:00,LPL,JD Gaming,FunPlus Phoenix,under,total_towers 12.5,18.61%,1.29,1.53,BET365,url não disponível,win,1,1,0.53
12 Ago 2025 05:00,LCKC,DRX Challengers,Gen.G Global Academy,under,total_towers 12.5,31.59%,1.39,1.83,BET365,url não disponível,loss,1,1,-1.0
12 Ago 2025 05:00,LCKC,DRX Challengers,Gen.G Global Academy,under,total_dragons 4.5,14.64%,1.96,2.25,BET365,url não disponível,loss,1,1,-1.0
12 Ago 2025 14:00,ROL,ZennIT,Senshi eSports,under,total_kills 33.5,28.54%,1.42,1.83,BET365,url não disponível,loss,1,0,0.0
13 Ago 2025 06:00,LPL,JD Gaming,Top Esports,under,total_inhibitors 1.5,31.44%,1.39,1.83,BET365,url não disponível,win,1,0,0.0
13 Ago 2025 06:00,LPL,JD Gaming,Top Esports,under,total_kills 30.5,17.64%,1.56,1.83,BET365,url não disponível,win,1,0,0.0
13 Ago 2025 08:00,LPL,Bilibili Gaming,Anyone's Legend,under,total_towers 12.5,33.93%,1.17,1.57,BET365,url não disponível,pending,1,0,0.0
13 Ago 2025 13:00,NLC,Venomcrest Esports,DMG Esports,under,total_dragons 4.5,60.00%,1.31,2.1,BET365,url não disponível,pending,1,0,0.0
13 Ago 2025 13:00,NLC,Venomcrest Esports,DMG Esports,under,total_towers 12.5,52.68%,1.47,2.25,BET365,url não disponível,pending,1,0,0.0
13 Ago 2025 15:00,RL,Forsaken,Back2TheGame,under,total_dragons 4.5,27.50%,1.2,1.53,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 02:00,LCKC,DN Freecs Challengers,OKSavingsBank BRION Challengers,under,total_inhibitors 1.5,37.98%,1.45,2.0,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 02:00,LCKC,DN Freecs Challengers,OKSavingsBank BRION Challengers,under,total_towers 11.5,26.25%,1.45,1.83,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 14:00,ROL,Myth Esports,mCon esports,under,total_kills 34.5,28.54%,1.42,1.83,BET365,url não disponível,pending,1,0,0.0
21 Ago 2025 13:00,NLC,Los Ratones,Rich Gang,under,total_inhibitors 1.5,26.19%,1.58,2.0,BET365,url não disponível,pending,1,0,0.0
10 Ago 2025 17:00,LTA N,Team Liquid,Cloud9,under,game_duration 32.5,41.83%,1.29,1.83,BET365,url não disponível,loss,1,1,-1.0
11 Ago 2025 06:00,LPL,Ultra Prime,Ninjas in Pyjamas,under,total_inhibitors 1.5,38.60%,1.32,1.83,BET365,url não disponível,win,1,1,0.83
11 Ago 2025 06:00,LPL,Ultra Prime,Ninjas in Pyjamas,under,total_towers 11.5,16.39%,1.57,1.83,BET365,url não disponível,win,1,1,0.83
11 Ago 2025 07:00,LCKC,OKSavingsBank BRION Challengers,Hanwha Life Esports Challengers,under,total_inhibitors 1.5,31.75%,1.59,2.1,BET365,url não disponível,win,1,1,1.1
11 Ago 2025 07:00,LCKC,OKSavingsBank BRION Challengers,Hanwha Life Esports Challengers,over,total_dragons 4.5,23.86%,1.82,2.25,BET365,url não disponível,loss,1,1,-1.0
12 Ago 2025 06:00,LPL,Ninjas in Pyjamas,LGD Gaming,under,total_inhibitors 1.5,35.73%,1.35,1.83,BET365,url não disponível,win,1,1,0.83
12 Ago 2025 07:00,LCKC,Dplus KIA Challengers,DN Freecs Challengers,under,total_inhibitors 1.5,25.28%,1.37,1.72,BET365,url não disponível,loss,1,1,-1.0
12 Ago 2025 07:00,LCKC,Dplus KIA Challengers,DN Freecs Challengers,under,total_towers 11.5,19.21%,1.54,1.83,BET365,url não disponível,win,1,1,0.83
12 Ago 2025 08:00,LPL,Weibo Gaming,Team WE,under,game_duration 33.5,19.97%,1.53,1.83,BET365,url não disponível,loss,1,1,-1.0
12 Ago 2025 08:00,LPL,Weibo Gaming,Team WE,under,total_towers 12.5,17.50%,1.28,1.5,BET365,url não disponível,win,1,1,0.5
12 Ago 2025 11:00,HW,EXILE esports,Entropiq,under,total_kills 31.5,22.47%,1.49,1.83,BET365,url não disponível,pending,1,0,0.0
12 Ago 2025 12:00,RL,Zero Tenacity,Orbit Anonymo Esports,under,total_kills 34.5,23.73%,1.48,1.83,BET365,url não disponível,win,1,1,0.83
12 Ago 2025 12:00,RL,Zero Tenacity,Orbit Anonymo Esports,over,total_barons 1.5,20.55%,3.59,4.33,BET365,url não disponível,loss,1,1,-1.0
12 Ago 2025 13:00,LVP SL,UCAM Esports,Ramboot Club,under,total_kills 31.5,26.36%,1.45,1.83,BET365,url não disponível,pending,1,0,0.0
12 Ago 2025 13:00,PRM,TeamOrangeGaming,Kaufland Hangry Knights,under,total_inhibitors 1.5,95.00%,1.08,2.1,BET365,url não disponível,pending,1,0,0.0
12 Ago 2025 13:00,PRM,TeamOrangeGaming,Kaufland Hangry Knights,over,total_barons 1.5,62.50%,2.15,3.5,BET365,url não disponível,pending,1,0,0.0
13 Ago 2025 02:00,LCKC,Nongshim Esports Academy,Hanwha Life Esports Challengers,under,total_inhibitors 1.5,48.30%,1.48,2.2,BET365,url não disponível,loss,1,0,0.0
13 Ago 2025 02:00,LCKC,Nongshim Esports Academy,Hanwha Life Esports Challengers,under,total_dragons 4.5,32.17%,1.98,2.62,BET365,url não disponível,win,1,0,0.0
13 Ago 2025 02:00,LCKC,KT Rolster Challengers,T1 Esports Academy,under,total_dragons 4.5,35.37%,1.94,2.62,BET365,url não disponível,loss,1,0,0.0
14 Ago 2025 02:00,LCKC,Gen.G Global Academy,BNK FEARX Youth,under,total_towers 11.5,42.63%,1.47,2.1,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 02:00,LCKC,Gen.G Global Academy,BNK FEARX Youth,under,total_dragons 4.5,38.74%,1.71,2.37,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 11:30,TCL,BoostGate Esports,Beşiktaş Esports,over,total_barons 1.5,150.00%,3.0,7.5,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 11:30,TCL,BoostGate Esports,Beşiktaş Esports,over,total_towers 11.5,68.75%,1.33,2.25,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 12:30,TCL,ULF Esports,Bushido Wildcats,under,total_dragons 4.5,74.67%,1.5,2.62,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 12:30,TCL,ULF Esports,Bushido Wildcats,under,total_towers 12.5,37.25%,1.33,1.83,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 14:30,TCL,Misa Esports,Papara SuperMassive,under,total_inhibitors 1.5,42.50%,1.58,2.25,BET365,url não disponível,pending,1,0,0.0
14 Ago 2025 14:30,TCL,Misa Esports,Papara SuperMassive,under,total_dragons 4.5,39.73%,1.87,2.62,BET365,url não disponível,pending,1,0,0.0
15 Ago 2025 02:00,LCKC,KT Rolster Challengers,DRX Challengers,over,total_barons 1.5,41.43%,3.18,4.5,BET365,url não disponível,pending,1,0,0.0
15 Ago 2025 02:00,LCKC,KT Rolster Challengers,DRX Challengers,under,total_kills 33.5,20.26%,1.52,1.83,BET365,url não disponível,pending,1,0,0.0
15 Ago 2025 12:30,TCL,Papara SuperMassive,Bushido Wildcats,under,total_dragons 4.5,74.67%,1.5,2.62,BET365,url não disponível,pending,1,0,0.0
15 Ago 2025 12:30,TCL,Papara SuperMassive,Bushido Wildcats,under,total_inhibitors 1.5,31.25%,1.71,2.25,BET365,url não disponível,pending,1,0,0.0
15 Ago 2025 13:00,LFL,GameWard,Joblife,under,game_duration 34.5,26.69%,1.44,1.83,BET365,url não disponível,pending,1,0,0.0
15 Ago 2025 13:00,LFL,GameWard,Joblife,under,total_kills 29.5,19.65%,1.53,1.83,BET365,url não disponível,pending,1,0,0.0
15 Ago 2025 13:30,TCL,Beşiktaş Esports,Misa Esports,under,total_dragons 4.5,17.90%,2.22,2.62,BET365,url não disponível,pending,1,0,0.0
15 Ago 2025 14:30,TCL,The Forbidden Five,BoostGate Esports,under,game_duration 34.5,67.75%,1.09,1.83,BET365,url não disponível,pending,1,0,0.0
12 Ago 2025 13:00,PRM,ROSSMANN Centaurs,Kaufland Hangry Knights,under,total_inhibitors 1.5,57.50%,1.33,2.1,BET365,url não disponível,win,1,0,0.0
12 Ago 2025 13:00,PRM,ROSSMANN Centaurs,Kaufland Hangry Knights,over,total_barons 1.5,16.67%,3.0,3.5,BET365,url não disponível,loss,1,0,0.0
13 Ago 2025 05:00,LCK,T1,KT Rolster,under,game_duration 31.5,24.18%,1.47,1.83,BET365,url não disponível,win,1,0,0.0
13 Ago 2025 05:00,LCK,T1,KT Rolster,under,total_inhibitors 1.5,23.81%,1.62,2.0,BET365,url não disponível,win,1,0,0.0
13 Ago 2025 07:00,LCK,BNK FEARX,DN Freecs,over,game_duration 30.5,28.70%,1.42,1.83,BET365,url não disponível,win,1,0,0.0
13 Ago 2025 07:00,LCK,BNK FEARX,DN Freecs,over,total_dragons 4.5,22.69%,1.79,2.2,BET365,url não disponível,win,1,0,0.0
13 Ago 2025 15:00,LPLOL,Keypulse Esports,FlameHard,over,total_kills 33.5,34.20%,1.36,1.83,BET365,url não disponível,pending,1,0,0.0
13 Ago 2025 17:00,LPLOL,GTZ Esports,Odivelas Sports Club,under,total_kills 35.5,29.63%,1.41,1.83,BET365,url não disponível,pending,1,0,0.0
